"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Rbm39",278.347235375928,-0.112991734846421,0.0857299725987283,-1.31799569533628,0.187505088927735,0.999902975451883
"Elovl5",195.266436496079,-0.132077251744,0.100272056698603,-1.31718901648738,0.187775274625323,0.999902975451883
"Nudt16l1",86.8319314681959,-0.184051273999051,0.139755731422223,-1.3169497388483,0.187855472524828,0.999902975451883
"Sfi1",7.59853956028194,-0.488267282922852,0.370764881793538,-1.31691890710066,0.187865808138491,0.999902975451883
"Pik3ca",159.267482033774,-0.119474245434678,0.0907311681699062,-1.31679386306309,0.187907730495056,0.999902975451883
"Ube2b",206.713712710825,-0.117760211155734,0.0894686887427992,-1.31621702307795,0.188101211680064,0.999902975451883
"Ptbp3",36.8648438918335,0.264808241461406,0.201196468541809,1.31616744260289,0.188117848607326,0.999902975451883
"LOC110339646",7.10717104106002,0.518942371364339,0.394297940951319,1.31611737589167,0.188134649794808,0.999902975451883
"Slc38a10",71.185243767415,0.178180209751841,0.135515208509142,1.31483552076607,0.188565186756967,0.999902975451883
"Thsd7a",56.3678897511033,0.257463584761459,0.196050626793215,1.31325050561057,0.189098550401405,0.999902975451883
"Kcnj12",33.3241483550988,0.215764214445265,0.164299442579692,1.31323765350336,0.189102879725469,0.999902975451883
"Tyw3",60.5759562675862,-0.177181242510358,0.134949188126001,-1.31294782110823,0.189200531242205,0.999902975451883
"St3gal6",20.775459075415,-0.277386118196745,0.211378534050058,-1.31227193642593,0.189428397481576,0.999902975451883
"Tmem245",43.8860735621762,0.211548833106335,0.161243141224766,1.31198655334707,0.189524671596481,0.999902975451883
"Hif1a",77.0267436532716,0.189509625642886,0.14449327726443,1.31154631710702,0.189673256205682,0.999902975451883
"Fam53c",33.6700796316624,0.233238600553905,0.177855214628858,1.31139590728683,0.189724040854086,0.999902975451883
"Lrrc25",12.7068949983812,-0.348131258618163,0.265583423274294,-1.31081697165494,0.189919607243543,0.999902975451883
"Myo16",12.7441510624588,0.521744536235549,0.39808503896463,1.31063588220382,0.189980810345849,0.999902975451883
"Castor1",9.28560872864781,-0.403237956729193,0.307721879131225,-1.3103974207737,0.190061425712197,0.999902975451883
"Fggy",36.9555766901012,-0.208343139438338,0.159049776939663,-1.3099241221657,0.190221505846037,0.999902975451883
"Foxo3",63.7019601184432,0.196610826814302,0.150188576815707,1.30909308139699,0.190502822560487,0.999902975451883
"Gdpgp1",5.35650717523413,0.605537395331536,0.462644806181226,1.30886024708626,0.190581694520875,0.999902975451883
"Trim27",24.2596596034981,-0.2844955370747,0.217367543847039,-1.30882252262508,0.190594475837728,0.999902975451883
"Opa3",49.8353905283255,0.212747992647534,0.162554046947426,1.30878311947744,0.190607826579379,0.999902975451883
"Zfp1",13.2497642612694,0.433698790090814,0.3314108277469,1.30864399645395,0.190654970339643,0.999902975451883
"LOC101829663",798.351780668711,-0.124504493027865,0.0951402802236165,-1.3086412267783,0.190655908969677,0.999902975451883
"Egr1",21.4784688906415,-0.398329074283794,0.304463091967346,-1.30830003633582,0.190771562828873,0.999902975451883
"Ampd3",43.6823512241384,0.24222465730905,0.18516039825841,1.30818824968718,0.190809466554571,0.999902975451883
"Rfx3",27.1186676869559,-0.288377177455028,0.22050479050633,-1.30780459142338,0.190939596502671,0.999902975451883
"Map3k9",20.6359941161728,-0.352156823894815,0.269290491449831,-1.30772097447199,0.19096796652871,0.999902975451883
"Gosr1",9.15171598258784,0.460483809553691,0.352187908801572,1.30749465852087,0.191044767830066,0.999902975451883
"Fdps",225.443061754654,-0.123746313791414,0.0946605855778473,-1.30726334552037,0.191123288389598,0.999902975451883
"Stt3b",86.3103264249295,-0.152127791344101,0.116387072782459,-1.30708495116503,0.191183861622877,0.999902975451883
"Phyhipl",106.971731018588,-0.143883165268169,0.110081175324102,-1.30706421733368,0.191190902645326,0.999902975451883
"Golga5",21.2752129428497,0.265653286268526,0.203262668538209,1.30694577700376,0.191231127573418,0.999902975451883
"Rab6b",488.514346770535,0.096503629030638,0.0738567420075261,1.30663262970365,0.191337509247548,0.999902975451883
"LOC121134457",31.7863191833361,0.255853082910583,0.195834389826226,1.30647677937269,0.191390470585773,0.999902975451883
"Aqr",21.9792068953148,0.306802151377875,0.234836179261495,1.3064518096943,0.191398956828888,0.999902975451883
"LOC121138085",11.4927129687642,-0.417766977437264,0.319797375243342,-1.30634898775944,0.191433905007429,0.999902975451883
"Borcs7",49.5652804691829,0.216903664874853,0.166090978229526,1.30593285190426,0.191575393499138,0.999902975451883
