"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Lats1",28.7886186849085,0.130845708000642,0.19173402018154,0.682433445440474,0.494964913420635,0.995283016241646
"LOC101832404",24.2557008933565,0.144358775472487,0.211604618278004,0.682209947246189,0.495106205683635,0.995283016241646
"Snx4",111.697136171451,-0.068593820090083,0.100557291114238,-0.68213671360893,0.495152507595892,0.995283016241646
"Rpusd3",10.708431740156,0.189619569181145,0.277978886663126,0.682136587628467,0.495152587248939,0.995283016241646
"Rpl24",989.537383942769,-0.0418858923508222,0.0614239137377278,-0.681915068611055,0.495292656573339,0.995283016241646
"Slc2a3",112.923884185543,0.0642903711138463,0.0942964664816508,0.681789822170661,0.495371860873152,0.995283016241646
"Ulk2",39.2521285069117,0.0946020879374513,0.138864930342601,0.681252550259114,0.495711701715276,0.995283016241646
"Dnal1",16.2599772362909,-0.197972388448421,0.290712459863588,-0.680990379777034,0.495877577696467,0.995283016241646
"C6",19.5598816905617,-0.332169435507707,0.487939181785888,-0.680759914159683,0.496023418384648,0.995283016241646
"Ift52",28.3690076658172,-0.128609951199238,0.188967499940447,-0.680592965667477,0.496129079164634,0.995283016241646
"Numbl",15.7073948705084,-0.157193179306795,0.230997372976629,-0.680497692597998,0.496189382345835,0.995283016241646
"Smim12",142.229458810796,0.0749260740710342,0.110127055717834,0.680360276433876,0.496276366925797,0.995283016241646
"CUNH22orf23",7.61046306563547,-0.269601248328066,0.396283086524157,-0.680324892724463,0.496298766168699,0.995283016241646
"Stmn3",1866.1440681309,-0.040248715137668,0.0591630752117828,-0.680301268884213,0.496313721264315,0.995283016241646
"Tbc1d19",16.5626893056161,0.165398995148225,0.243204814906801,0.680081088080464,0.496453118500368,0.995283016241646
"Vars2",30.1228208954396,0.114749735826054,0.16873742935203,0.680049093237381,0.496473376284469,0.995283016241646
"Ganab",23.9922265565193,0.145802734811421,0.214424726290091,0.679971649417743,0.496522412266719,0.995283016241646
"Pld1",7.68496571176747,-0.224886148959002,0.330774805947655,-0.679876897863226,0.496582410696319,0.995283016241646
